person_id,county,city,zip_code,age_group,sex_at_birth,preferred_language
6f436c2743a9ad8b,Apache,Eagar,86503,18-29,female,English
69eec14360a5dc29,Apache,Window Rock,86505,65+,male,English
7dae2e9b15a640d7,Apache,Chinle,86511,45-64,female,English
e6e0abb92b9a9e48,Apache,Window Rock,86505,30-44,female,Spanish
5aafaf8cf107eb26,Apache,Eagar,86503,65+,female,Spanish
1924a34c4bc843cd,Apache,Chinle,86511,18-29,female,English
aebfbcf8ba177140,Apache,Eagar,86511,65+,female,English
784f9a5af54d81a3,Apache,Chinle,86505,18-29,male,English
e801d380043ed0e2,Apache,Window Rock,86511,18-29,female,Spanish
5081af12d7fe0b24,Apache,Window Rock,86505,45-64,male,Spanish
f5a82bc698b64c77,Apache,Eagar,86511,65+,male,English
3160db02317c2f80,Apache,Eagar,86505,65+,male,English
68c2f366360ee1ed,Apache,Chinle,86503,45-64,female,English
58377273ac15159e,Apache,Window Rock,86505,45-64,female,English
d0c3903168389f34,Apache,Eagar,86503,65+,male,Spanish
dc99abdf906ebdf4,Apache,Chinle,86511,45-64,male,Spanish
05294a60a18d99d4,Apache,Eagar,86503,18-29,male,English
9a914f0bd705fa5e,Apache,Eagar,86503,30-44,female,English
62e89280530940b0,Apache,Chinle,86503,45-64,male,English
32e9b7a372ae75eb,Apache,Window Rock,86505,18-29,female,English
9cb338d40300e8b7,Apache,Eagar,86511,45-64,female,English
c80dd890749de844,Apache,Eagar,86511,18-29,male,English
e790175e75174900,Apache,Eagar,86505,30-44,male,Spanish
7f1a7bd6f9fee515,Apache,Chinle,86511,30-44,female,Spanish
052893e9643f678d,Apache,Chinle,86511,65+,male,English
e63dcc2f9ae4cf95,Apache,Window Rock,86505,65+,female,English
c335117b691c3c04,Apache,Eagar,86505,65+,female,Navajo
9b3e10fe06747b1e,Apache,Chinle,86505,0-17,male,Spanish
273ee8a1050e8c7f,Apache,Eagar,86511,30-44,male,English
4ce1ea176ab7bd24,Apache,Window Rock,86511,45-64,female,English
a0ca69a7804b72f8,Apache,Eagar,86511,45-64,male,English
6b4196923ab1ade0,Apache,Eagar,86511,0-17,male,English
341edec823085c9d,Apache,Eagar,86503,0-17,female,Spanish
f78ab6e841cc149c,Apache,Window Rock,86503,45-64,male,English
648b536e893b0573,Apache,Chinle,86503,18-29,male,English
3b510f2303511c1a,Apache,Chinle,86511,65+,male,English
fd0689da47d23b76,Apache,Window Rock,86503,65+,male,Navajo
578898d77ceae41a,Apache,Eagar,86505,0-17,female,English
095736e392d9ecd5,Apache,Chinle,86505,45-64,male,English
84d6ec3d46297f48,Apache,Eagar,86505,0-17,female,English
36d1690326b1ddf3,Apache,Chinle,86511,18-29,female,Spanish
8cd4f1278e6816ef,Apache,Chinle,86511,30-44,female,Spanish
56314d29bb80e102,Apache,Chinle,86503,0-17,male,English
6f3b037c1d98aca3,Apache,Chinle,86511,65+,male,English
b4aeecbcd26c04c9,Cochise,Bisbee,85635,0-17,female,English
cf5efdc0fee15481,Cochise,Bisbee,85615,65+,female,English
488399d29d961d76,Cochise,Douglas,85615,65+,male,English
464ef1429cee0501,Cochise,Douglas,85635,65+,male,English
c49b02e744dd2d85,Cochise,Sierra Vista,85607,65+,male,English
cca121e433142e2d,Cochise,Bisbee,85635,30-44,female,Spanish
3681adf01c19eeec,Cochise,Sierra Vista,85635,18-29,male,English
745247cf64469c81,Cochise,Sierra Vista,85607,18-29,female,Spanish
b4e4e8e90f980a14,Cochise,Douglas,85607,65+,male,Spanish
5d23eae35e9e0f51,Cochise,Bisbee,85607,0-17,female,Spanish
d9ba3ba488a2b0b3,Cochise,Douglas,85607,0-17,female,Spanish
923989bb189f56ff,Cochise,Sierra Vista,85635,0-17,female,English
4406ae8f7f6c7d9d,Cochise,Sierra Vista,85615,30-44,male,English
8c274e7dcd9ec33d,Cochise,Bisbee,85635,18-29,male,English
f2ad14c716bfd588,Cochise,Douglas,85615,45-64,male,Spanish
f80fe1ebcba4bf17,Cochise,Sierra Vista,85615,45-64,female,English
d4615c996d0e8bc1,Cochise,Bisbee,85635,45-64,female,English
d0e6298fad8fae76,Cochise,Douglas,85635,45-64,female,English
75eb422549eafdd5,Cochise,Bisbee,85635,65+,male,Spanish
1b2d0126ec21f427,Cochise,Douglas,85607,30-44,male,English
1ad4396e876ec7ef,Cochise,Sierra Vista,85615,30-44,male,English
3d2e58a25051c592,Cochise,Bisbee,85615,0-17,male,English
d730c1dc958d57f6,Cochise,Bisbee,85635,30-44,female,English
b25b478e70c783b7,Cochise,Bisbee,85615,45-64,female,Spanish
7cf20baa8f814cc9,Cochise,Douglas,85635,0-17,female,English
37cce3714b683e68,Cochise,Bisbee,85635,18-29,male,English
13e136bfdbce36c5,Cochise,Douglas,85635,18-29,male,English
5d7e3b54713deee9,Cochise,Douglas,85635,65+,male,English
622cd9f17f92585f,Cochise,Bisbee,85607,45-64,male,English
6dd854d9070c86d5,Cochise,Sierra Vista,85615,45-64,female,English
b89a6172aa964ea8,Cochise,Sierra Vista,85607,30-44,female,English
8a3202a6d47da916,Cochise,Sierra Vista,85607,45-64,female,English
f707fd5a41397a61,Cochise,Sierra Vista,85615,18-29,female,Spanish
18949d7d34b2023a,Cochise,Sierra Vista,85607,0-17,male,English
bd8cfaf88afa58a8,Cochise,Douglas,85615,45-64,female,English
fa88afcb37f78177,Cochise,Sierra Vista,85635,0-17,female,English
5967a9a723682f1c,Cochise,Bisbee,85615,30-44,female,English
97d9cca63033413f,Cochise,Sierra Vista,85607,18-29,male,Spanish
35e6e89a8353cf6c,Cochise,Douglas,85615,18-29,female,Spanish
64533903204c0cf3,Cochise,Sierra Vista,85615,30-44,female,English
040fd6c930a45bc8,Cochise,Douglas,85607,30-44,male,English
82968d81be7498a4,Cochise,Sierra Vista,85615,30-44,male,English
f7568885c4242371,Cochise,Douglas,85607,30-44,male,English
461fd0bfdaae7a04,Cochise,Douglas,85635,65+,female,Spanish
754e15994c89e96f,Cochise,Douglas,85635,30-44,female,Spanish
073d997014ba4327,Cochise,Douglas,85607,18-29,female,English
be57ea1218497438,Cochise,Bisbee,85635,18-29,male,English
d81ea9dfb8af411b,Cochise,Bisbee,85607,18-29,female,English
6f53846be3bc22ef,Cochise,Sierra Vista,85635,0-17,male,English
d94ce546e79219d0,Cochise,Bisbee,85635,30-44,male,English
5991efcf8fb82c3a,Cochise,Bisbee,85615,65+,male,English
968d4d0b27a0335e,Cochise,Douglas,85615,45-64,male,English
9f0a7438f2c45cb3,Cochise,Bisbee,85607,18-29,female,English
6aa77a3bb88481c4,Cochise,Douglas,85607,45-64,male,English
9781a1c2cbc8d6c5,Cochise,Bisbee,85615,30-44,male,Spanish
f487934b9f4ddd50,Cochise,Douglas,85635,45-64,female,English
a243d793cc0c1f3c,Cochise,Sierra Vista,85615,0-17,male,English
26b16a87e3a09ea6,Cochise,Sierra Vista,85635,45-64,female,English
64046ec24a923217,Cochise,Bisbee,85635,45-64,female,Spanish
502beaed73ccd03b,Cochise,Douglas,85615,45-64,female,English
5ad0132cca886c50,Cochise,Sierra Vista,85615,0-17,male,English
55a25879b0667f62,Cochise,Bisbee,85635,65+,female,English
87d78825a7675baa,Cochise,Douglas,85615,65+,male,English
7b8cc5149ca71bf9,Cochise,Bisbee,85607,18-29,female,Spanish
bf1a7b1303f3425a,Cochise,Sierra Vista,85635,45-64,male,Navajo
4258d9a1bb0e0902,Cochise,Sierra Vista,85635,45-64,male,English
f8ed6e538d3e8f07,Cochise,Sierra Vista,85607,18-29,male,English
3dc02a8cfd44c492,Cochise,Sierra Vista,85607,18-29,male,English
878d47073a903a23,Cochise,Bisbee,85635,0-17,female,Spanish
406e984868761ccb,Cochise,Bisbee,85615,0-17,female,English
06d5bd62ed44ec85,Cochise,Sierra Vista,85635,30-44,female,English
ffc766394e4e1fbb,Cochise,Douglas,85635,18-29,male,English
a084a99d244ace60,Cochise,Sierra Vista,85615,65+,male,Spanish
72332fce2c7d7509,Cochise,Douglas,85635,65+,other,English
c573c7b3ba3b2b06,Cochise,Douglas,85635,30-44,male,Spanish
b342af4b1bce049a,Cochise,Bisbee,85607,65+,female,English
b806ef4d33fc1fa5,Cochise,Bisbee,85607,45-64,male,English
68e50c0f1c73f419,Cochise,Sierra Vista,85615,30-44,male,Spanish
df9df816143b03cc,Cochise,Sierra Vista,85615,65+,male,English
9d0364b1cf803153,Cochise,Bisbee,85615,18-29,other,English
40db66277576b538,Cochise,Douglas,85607,45-64,male,Spanish
d09c2ef24a95cdd4,Cochise,Sierra Vista,85615,65+,female,Spanish
c04045eb3ea58e06,Cochise,Bisbee,85615,30-44,female,English
fca8c8f9b824a50b,Cochise,Sierra Vista,85607,30-44,male,English
03eb1c7a2ea7e479,Cochise,Douglas,85607,18-29,female,English
7ebd3a928c3110ef,Cochise,Bisbee,85615,0-17,male,English
c929405eb2e0b842,Cochise,Sierra Vista,85635,30-44,female,English
6688f33c2eaa72de,Cochise,Sierra Vista,85635,18-29,male,English
ff963fa19c572236,Cochise,Sierra Vista,85635,65+,female,English
2f9f5ce6ef2ea775,Cochise,Bisbee,85635,0-17,male,English
db09bb36fba3dc3a,Cochise,Douglas,85615,45-64,female,English
7928182a85124200,Cochise,Bisbee,85635,45-64,male,Spanish
4e97a0bad01f2d48,Cochise,Sierra Vista,85607,18-29,female,English
89533bdff63fd3da,Cochise,Bisbee,85615,65+,female,English
f9fecc80bc8f86ac,Cochise,Sierra Vista,85635,45-64,female,English
f6ca940edba41891,Cochise,Sierra Vista,85607,18-29,female,English
dfe6ab624cb56ec6,Cochise,Bisbee,85615,18-29,male,English
d486c1dcc1f29314,Cochise,Sierra Vista,85635,18-29,female,English
b5b83920254a2886,Cochise,Bisbee,85615,65+,female,Navajo
5792728edb7910e1,Cochise,Bisbee,85615,18-29,male,English
c2445783356c3b4f,Cochise,Bisbee,85615,0-17,male,Spanish
1831af57cb4d61c6,Cochise,Douglas,85615,0-17,female,English
2a3327277128456b,Cochise,Bisbee,85635,30-44,male,English
aa1a99d38f20f55e,Cochise,Bisbee,85615,45-64,female,English
c928a4bf701a821e,Cochise,Sierra Vista,85607,45-64,female,English
66dc764009289cf0,Cochise,Bisbee,85607,65+,female,English
20df4ef2f4d0e3a8,Cochise,Douglas,85607,0-17,female,English
8359a060f9fa3fbb,Cochise,Douglas,85635,0-17,female,English
6288622f1792e3cf,Cochise,Douglas,85615,45-64,male,English
c1ce92e738ae5252,Cochise,Douglas,85635,18-29,male,English
4b0f8124412344c9,Cochise,Douglas,85635,30-44,male,English
a914c8c61755ed04,Cochise,Bisbee,85615,18-29,male,English
92dfd33efdf57952,Cochise,Sierra Vista,85607,0-17,female,English
22e8be08466e5f2f,Cochise,Douglas,85607,45-64,male,Navajo
87720b42e3b7de9a,Cochise,Douglas,85635,0-17,male,Spanish
491ead46265a8068,Cochise,Sierra Vista,85635,45-64,male,English
4449fc7157499c85,Cochise,Bisbee,85607,0-17,female,English
ca4d4832afebd595,Cochise,Douglas,85607,18-29,male,English
21844ec42373cc66,Cochise,Sierra Vista,85635,65+,female,English
bb293f42df02a72c,Cochise,Bisbee,85615,30-44,male,Spanish
464d589f3a2f506e,Cochise,Sierra Vista,85615,45-64,female,English
84825fda14292b1c,Cochise,Sierra Vista,85635,45-64,female,Spanish
20cdf5ac927a439e,Cochise,Bisbee,85607,45-64,male,English
cf336cb2713767c6,Cochise,Douglas,85635,18-29,male,English
45fe152051303102,Cochise,Sierra Vista,85615,18-29,male,English
84341d6fd0e94691,Cochise,Douglas,85635,30-44,male,English
2dc832daa0e994e0,Cochise,Sierra Vista,85607,45-64,male,English
f540a12894d596fb,Cochise,Bisbee,85607,45-64,female,English
814930f81df9eccb,Cochise,Bisbee,85615,45-64,male,English
1f5643b7fd1938fe,Cochise,Sierra Vista,85615,65+,male,English
9f175b3705ec8e05,Cochise,Douglas,85607,45-64,male,English
8c8cb4246b1cfcae,Cochise,Bisbee,85607,0-17,female,English
6b86cd30e15c2851,Cochise,Bisbee,85607,18-29,male,Spanish
1af5a5da05d87995,Cochise,Douglas,85607,45-64,male,English
5d0bea02c03574cf,Cochise,Douglas,85607,18-29,female,English
2672a360690eb6c2,Cochise,Douglas,85635,30-44,male,Spanish
517d0025e967be0c,Cochise,Douglas,85635,45-64,female,English
deca0321dcd7e656,Cochise,Douglas,85615,65+,male,English
95662b273b577bdf,Cochise,Bisbee,85615,65+,female,English
924d4aa4920ecae6,Cochise,Douglas,85615,30-44,male,English
2c45ca4e83d8f0c2,Cochise,Bisbee,85607,65+,female,Spanish
9a5a771f5f6c39e0,Cochise,Douglas,85615,18-29,female,English
fab7f64a41464123,Cochise,Douglas,85635,18-29,female,English
a23da447001445f1,Cochise,Douglas,85635,45-64,female,Navajo
9853651ba35acb02,Cochise,Douglas,85615,30-44,female,English
c10e6741a971adb3,Cochise,Bisbee,85615,30-44,female,English
b7e1dd3cbecba01f,Cochise,Douglas,85635,30-44,male,English
4f9f1728e17041d3,Cochise,Bisbee,85615,0-17,other,Spanish
440658366e35c7cd,Cochise,Bisbee,85615,30-44,male,English
0824215dd0697d55,Cochise,Douglas,85615,45-64,female,English
df96640f9ce3b78d,Cochise,Bisbee,85615,45-64,male,English
5fa706316f4994fc,Cochise,Bisbee,85615,18-29,male,Navajo
0d3bbae3e842f490,Cochise,Bisbee,85607,45-64,male,English
90ed06e8cd4735b9,Cochise,Bisbee,85635,45-64,female,Spanish
25d79b23983c6d12,Cochise,Sierra Vista,85635,65+,female,English
c843502918ef4023,Cochise,Douglas,85607,30-44,female,English
5e7dc696dc031a56,Cochise,Douglas,85635,45-64,male,English
6d4dd9cbf512da22,Cochise,Douglas,85635,30-44,female,Spanish
26d0b4bc5265139f,Cochise,Bisbee,85615,30-44,male,Spanish
7822d78e56b219b5,Cochise,Bisbee,85635,18-29,female,Spanish
9ec0ab783fa1c1cb,Cochise,Bisbee,85615,18-29,male,English
f5fd1d0696b42a8b,Cochise,Bisbee,85607,45-64,female,English
4c6a0716ac544926,Cochise,Bisbee,85615,18-29,male,English
6d237aa15c6c9df7,Cochise,Douglas,85607,18-29,female,English
b74c265227b77e05,Cochise,Douglas,85635,18-29,female,English
aaee5b057c7e7c55,Cochise,Douglas,85635,45-64,female,English
1048c6f6d71780af,Cochise,Sierra Vista,85607,0-17,male,English
e9182d81180a3976,Cochise,Sierra Vista,85607,30-44,male,English
e93039256918d43e,Cochise,Sierra Vista,85607,65+,male,English
9837eeacb213fa7d,Cochise,Douglas,85615,45-64,male,English
bbfcf6b1156161e0,Cochise,Bisbee,85607,65+,female,English
8d1fe092959e1234,Cochise,Bisbee,85635,65+,female,Spanish
fbbe8805a4bb83c6,Cochise,Sierra Vista,85607,65+,female,English
4e03f47fc5b8c80d,Cochise,Douglas,85607,0-17,male,English
5cd5c03278f9daba,Cochise,Douglas,85615,65+,male,English
5f5e86e511155654,Cochise,Bisbee,85615,18-29,male,English
796c3733bf55c6d9,Cochise,Douglas,85635,18-29,female,Spanish
a29f76708770e2f6,Cochise,Douglas,85635,45-64,female,English
ae4e8e732d678054,Cochise,Douglas,85615,30-44,female,English
2ec1361737924e06,Cochise,Sierra Vista,85615,18-29,female,English
57529d468b7e53ee,Cochise,Douglas,85615,65+,female,English
047867b5d04d660d,Cochise,Douglas,85635,18-29,female,English
fa44334ce47ae333,Cochise,Douglas,85607,30-44,male,Spanish
f06862e88f471a0a,Cochise,Douglas,85635,0-17,male,English
86cab09097c5beb1,Cochise,Sierra Vista,85607,65+,female,English
40f980c0d6882626,Cochise,Douglas,85615,45-64,male,Spanish
b0e5f6bb2cdcccc7,Cochise,Bisbee,85607,45-64,male,English
ed5765c16e207ab1,Cochise,Sierra Vista,85635,30-44,male,English
d0c18fcdcbfeabb6,Cochise,Sierra Vista,85607,45-64,male,English
a2ad3fd67ff8e578,Cochise,Sierra Vista,85607,18-29,male,English
6ab54b65ead12044,Cochise,Bisbee,85635,30-44,male,English
b9950f2cb122a0b9,Cochise,Douglas,85607,30-44,female,English
37ada1c7398633b6,Cochise,Bisbee,85615,45-64,female,Spanish
616a341becea806a,Cochise,Sierra Vista,85635,0-17,female,English
e7b881102138f521,Cochise,Sierra Vista,85607,65+,female,English
48205feb1818195d,Cochise,Sierra Vista,85635,65+,male,English
68c208c8819d4fbc,Cochise,Douglas,85615,30-44,male,English
c2675503d7d2aae3,Cochise,Sierra Vista,85635,65+,female,Navajo
c27c69dab096a61b,Cochise,Bisbee,85607,45-64,female,English
24debeab5dc5eda9,Cochise,Douglas,85615,45-64,male,English
f80b4f221dd276ed,Coconino,Flagstaff,86001,30-44,female,English
4328a3e35cece862,Coconino,Flagstaff,86001,45-64,female,Spanish
e27c6ec575e47da8,Coconino,Flagstaff,86001,0-17,male,English
0ad50b1efa417c38,Coconino,Williams,86001,18-29,female,English
4ff30e4c8475daec,Coconino,Flagstaff,86001,0-17,other,English
5b280c702217ad13,Coconino,Williams,86004,30-44,male,Spanish
ee164fbac4710d8d,Coconino,Page,86001,65+,male,English
b58dad07becf1bd0,Coconino,Flagstaff,86011,65+,male,Spanish
04deeb510fe3d8b2,Coconino,Williams,86004,30-44,female,English
40fb585cba70d213,Coconino,Williams,86004,45-64,female,English
1a8be450630ac512,Coconino,Page,86004,0-17,male,English
f0d0c7e82a4c15dc,Coconino,Page,86011,0-17,female,English
e94ded630c26acbd,Coconino,Page,86011,30-44,female,English
fda304b87aa80784,Coconino,Williams,86001,65+,male,English
76b3edde99659918,Coconino,Flagstaff,86001,18-29,male,English
c9ff76b988b274d7,Coconino,Flagstaff,86011,45-64,male,English
ec34f58ce7c5829a,Coconino,Page,86001,18-29,female,Spanish
